month,day,county,total_number_of_occupied_beds,residents_total_confirmed_covid_19,county_occupancy,county_cases,county_prevalence
6,28,Steuben,46,4,561,29,0.05169340463458111
7,26,Steuben,45,4,577,29,0.05025996533795494
8,30,Steuben,47,4,572,29,0.050699300699300696
9,27,Steuben,46,4,568,67,0.11795774647887323
10,25,Steuben,46,4,541,123,0.22735674676524953
5,31,Dutchess,105,0,1506,123,0.08167330677290836
6,28,Dutchess,102,0,1603,126,0.07860262008733625
7,26,Dutchess,96,0,1588,129,0.08123425692695214
8,30,Dutchess,94,1,1601,131,0.08182386008744534
9,27,Dutchess,94,1,1627,133,0.08174554394591273
10,25,Dutchess,96,1,1633,133,0.08144519289650949
5,31,Warren,88,47,305,51,0.16721311475409836
6,28,Warren,94,47,333,55,0.16516516516516516
7,26,Warren,91,47,335,55,0.16417910447761194
8,30,Warren,91,47,335,55,0.16417910447761194
9,27,Warren,95,47,337,55,0.1632047477744807
10,25,Warren,102,47,342,56,0.16374269005847952
5,31,Erie,165,0,4271,782,0.18309529384219153
6,28,Erie,169,1,4473,1113,0.24882629107981222
7,26,Erie,170,1,4481,1171,0.26132559696496316
8,30,Erie,172,1,4583,1197,0.2611826314641065
9,27,Erie,173,1,4600,1226,0.2665217391304348
10,25,Erie,177,1,4558,1344,0.2948661693725318
5,31,Queens,165,0,8683,914,0.10526315789473684
6,28,Queens,168,3,9066,1219,0.13445841606000442
7,26,Queens,170,4,9114,1253,0.13748079877112135
8,30,Queens,161,12,9310,1337,0.14360902255639096
9,27,Queens,157,15,9359,1357,0.14499412330377176
10,25,Queens,160,15,9387,1379,0.14690529455630127
5,31,Kings,202,50,7723,851,0.11019034054124045
6,28,Kings,211,65,7928,1106,0.13950554994954592
7,26,Kings,212,65,8019,1136,0.1416635490709565
8,30,Kings,203,65,8153,1147,0.14068441064638784
9,27,Kings,205,65,8145,1176,0.1443830570902394
10,25,Kings,197,65,8167,1234,0.1510958736378107
5,31,Steuben,111,0,556,27,0.048561151079136694
6,28,Steuben,111,0,561,29,0.05169340463458111
7,26,Steuben,115,0,577,29,0.05025996533795494
8,30,Steuben,119,0,572,29,0.050699300699300696
9,27,Steuben,112,38,568,67,0.11795774647887323
10,25,Steuben,75,94,541,123,0.22735674676524953
5,31,Washington,116,0,497,0,0
6,28,Washington,118,0,493,0,0
7,26,Washington,115,0,502,0,0
8,30,Washington,112,0,504,0,0
9,27,Washington,115,0,488,0,0
10,25,Washington,117,0,504,0,0
5,31,Richmond,299,15,2384,320,0.1342281879194631
6,28,Richmond,306,23,2410,391,0.16224066390041494
7,26,Richmond,309,23,2415,399,0.16521739130434782
8,30,Richmond,315,23,2411,406,0.16839485690584818
9,27,Richmond,313,23,2395,410,0.17118997912317327
10,25,Richmond,324,23,2418,414,0.17121588089330025
5,31,Queens,60,24,8683,914,0.10526315789473684
6,28,Queens,64,25,9066,1219,0.13445841606000442
7,26,Queens,62,25,9114,1253,0.13748079877112135
8,30,Queens,60,25,9310,1337,0.14360902255639096
9,27,Queens,60,25,9359,1357,0.14499412330377176
10,25,Queens,59,25,9387,1379,0.14690529455630127
5,31,New York,427,54,4485,654,0.14581939799331103
6,28,New York,433,66,4482,707,0.15774207942882643
7,26,New York,416,71,4508,733,0.16259982253771074
8,30,New York,425,82,4562,750,0.16440157825515125
9,27,New York,417,83,4501,774,0.17196178626971784
10,25,New York,440,83,4610,780,0.16919739696312364
5,31,Queens,178,16,8683,914,0.10526315789473684
6,28,Queens,171,32,9066,1219,0.13445841606000442
7,26,Queens,162,32,9114,1253,0.13748079877112135
8,30,Queens,172,32,9310,1337,0.14360902255639096
9,27,Queens,177,32,9359,1357,0.14499412330377176
10,25,Queens,170,32,9387,1379,0.14690529455630127
5,31,Westchester,127,25,4474,626,0.1399195350916406
6,28,Westchester,133,25,4808,775,0.16118968386023294
7,26,Westchester,131,25,4814,805,0.16722060656418777
8,30,Westchester,139,25,4944,810,0.1638349514563107
9,27,Westchester,135,25,4964,824,0.16599516518936341
10,25,Westchester,139,25,4989,862,0.17278011625576267
5,31,Onondaga,325,167,2297,386,0.16804527644754028
6,28,Onondaga,346,197,2354,461,0.19583687340696687
7,26,Onondaga,339,197,2414,463,0.19179784589892296
8,30,Onondaga,340,198,2425,467,0.19257731958762886
9,27,Onondaga,342,198,2449,468,0.19109840751327073
10,25,Onondaga,333,198,2422,473,0.1952931461601982
5,31,Delaware,79,0,194,0,0
6,28,Delaware,79,0,308,0,0
7,26,Delaware,80,0,310,0,0
8,30,Delaware,77,0,315,0,0
9,27,Delaware,76,0,302,0,0
10,25,Delaware,77,0,307,0,0
5,31,Onondaga,117,7,2297,386,0.16804527644754028
6,28,Onondaga,128,9,2354,461,0.19583687340696687
7,26,Onondaga,138,9,2414,463,0.19179784589892296
8,30,Onondaga,141,9,2425,467,0.19257731958762886
9,27,Onondaga,140,9,2449,468,0.19109840751327073
10,25,Onondaga,145,9,2422,473,0.1952931461601982
5,31,Monroe,82,1,3810,404,0.10603674540682415
6,28,Monroe,85,7,3779,434,0.11484519714210109
7,26,Monroe,87,7,3847,436,0.1133350662854172
8,30,Monroe,91,7,4000,438,0.1095
9,27,Monroe,90,7,4026,441,0.10953800298062594
10,25,Monroe,85,7,4147,473,0.11405835543766578
5,31,Westchester,88,12,4474,626,0.1399195350916406
6,28,Westchester,95,13,4808,775,0.16118968386023294
7,26,Westchester,100,13,4814,805,0.16722060656418777
8,30,Westchester,110,14,4944,810,0.1638349514563107
9,27,Westchester,105,14,4964,824,0.16599516518936341
10,25,Westchester,104,15,4989,862,0.17278011625576267
5,31,Chenango,68,0,423,4,0.009456264775413711
6,28,Chenango,70,0,401,4,0.00997506234413965
7,26,Chenango,71,0,398,5,0.01256281407035176
8,30,Chenango,71,0,396,5,0.012626262626262626
9,27,Chenango,68,0,396,5,0.012626262626262626
10,25,Chenango,68,0,402,6,0.014925373134328358
5,31,Ontario,168,0,427,20,0.0468384074941452
6,28,Ontario,172,0,387,30,0.07751937984496124
7,26,Ontario,168,0,420,30,0.07142857142857142
8,30,Ontario,167,0,435,31,0.07126436781609195
9,27,Ontario,172,0,527,31,0.058823529411764705
10,25,Ontario,166,1,540,32,0.05925925925925926
5,31,Tioga,138,65,204,65,0.31862745098039214
6,28,Tioga,133,69,201,69,0.34328358208955223
7,26,Tioga,149,69,221,69,0.31221719457013575
8,30,Tioga,167,70,236,70,0.2966101694915254
9,27,Tioga,166,70,232,70,0.3017241379310345
10,25,Tioga,164,82,223,105,0.47085201793721976
5,31,Bronx,148,8,8232,798,0.09693877551020408
6,28,Bronx,148,17,9266,1328,0.14331966328512843
7,26,Bronx,165,17,9248,1357,0.14673442906574394
8,30,Bronx,179,17,9057,1372,0.15148503919620182
9,27,Bronx,185,17,9345,1382,0.14788657035848046
10,25,Bronx,183,17,9386,1391,0.1481994459833795
6,28,Dutchess,93,0,1603,126,0.07860262008733625
7,26,Dutchess,76,0,1588,129,0.08123425692695214
8,30,Dutchess,90,0,1601,131,0.08182386008744534
9,27,Dutchess,91,0,1627,133,0.08174554394591273
10,25,Dutchess,91,0,1633,133,0.08144519289650949
5,31,Queens,169,1,8683,914,0.10526315789473684
6,28,Queens,166,3,9066,1219,0.13445841606000442
7,26,Queens,166,3,9114,1253,0.13748079877112135
8,30,Queens,166,3,9310,1337,0.14360902255639096
9,27,Queens,157,3,9359,1357,0.14499412330377176
10,25,Queens,169,3,9387,1379,0.14690529455630127
6,28,Westchester,117,0,4808,775,0.16118968386023294
7,26,Westchester,130,0,4814,805,0.16722060656418777
8,30,Westchester,126,1,4944,810,0.1638349514563107
9,27,Westchester,132,2,4964,824,0.16599516518936341
10,25,Westchester,129,2,4989,862,0.17278011625576267
5,31,Fulton,72,21,307,94,0.30618892508143325
6,28,Fulton,65,45,302,125,0.4139072847682119
7,26,Fulton,65,47,304,150,0.4934210526315789
8,30,Fulton,63,47,308,158,0.512987012987013
9,27,Fulton,64,47,307,158,0.5146579804560261
10,25,Fulton,66,47,312,158,0.5064102564102564
5,31,Chautauqua,118,0,825,0,0
6,28,Chautauqua,120,0,846,1,0.001182033096926714
7,26,Chautauqua,119,0,821,1,0.001218026796589525
8,30,Chautauqua,114,0,830,1,0.0012048192771084338
9,27,Chautauqua,109,0,814,1,0.0012285012285012285
10,25,Chautauqua,109,0,808,4,0.0049504950495049506
5,31,Chenango,45,0,423,4,0.009456264775413711
6,28,Chenango,44,0,401,4,0.00997506234413965
7,26,Chenango,44,0,398,5,0.01256281407035176
8,30,Chenango,43,0,396,5,0.012626262626262626
9,27,Chenango,43,0,396,5,0.012626262626262626
10,25,Chenango,42,1,402,6,0.014925373134328358
5,31,Cattaraugus,107,0,448,0,0
6,28,Cattaraugus,109,0,452,1,0.0022123893805309734
7,26,Cattaraugus,104,0,444,1,0.0022522522522522522
8,30,Cattaraugus,109,0,449,2,0.004454342984409799
9,27,Cattaraugus,98,0,440,3,0.006818181818181818
10,25,Cattaraugus,100,0,432,23,0.05324074074074074
5,31,Bronx,209,0,8232,798,0.09693877551020408
6,28,Bronx,204,0,9266,1328,0.14331966328512843
7,26,Bronx,196,0,9248,1357,0.14673442906574394
8,30,Bronx,200,0,9057,1372,0.15148503919620182
9,27,Bronx,200,0,9345,1382,0.14788657035848046
10,25,Bronx,204,0,9386,1391,0.1481994459833795
5,31,Ontario,100,0,427,20,0.0468384074941452
6,28,Ontario,63,10,387,30,0.07751937984496124
7,26,Ontario,97,10,420,30,0.07142857142857142
8,30,Ontario,100,10,435,31,0.07126436781609195
9,27,Ontario,102,10,527,31,0.058823529411764705
10,25,Ontario,103,10,540,32,0.05925925925925926
5,31,Queens,211,61,8683,914,0.10526315789473684
6,28,Queens,212,68,9066,1219,0.13445841606000442
7,26,Queens,216,71,9114,1253,0.13748079877112135
8,30,Queens,227,71,9310,1337,0.14360902255639096
9,27,Queens,219,73,9359,1357,0.14499412330377176
10,25,Queens,223,74,9387,1379,0.14690529455630127
6,28,Allegany,49,0,326,0,0
7,26,Allegany,51,0,327,0,0
8,30,Allegany,49,0,330,0,0
9,27,Allegany,50,0,328,0,0
10,25,Allegany,49,0,302,52,0.17218543046357615
5,31,Rockland,116,7,958,87,0.09081419624217119
6,28,Rockland,105,20,1020,119,0.11666666666666667
7,26,Rockland,108,20,1021,123,0.12047012732615084
8,30,Rockland,117,20,1034,126,0.1218568665377176
9,27,Rockland,123,20,1070,133,0.12429906542056075
10,25,Rockland,124,20,1081,140,0.12950971322849214
5,31,Monroe,33,0,3810,404,0.10603674540682415
6,28,Monroe,32,0,3779,434,0.11484519714210109
7,26,Monroe,33,0,3847,436,0.1133350662854172
8,30,Monroe,34,0,4000,438,0.1095
9,27,Monroe,37,0,4026,441,0.10953800298062594
10,25,Monroe,35,0,4147,473,0.11405835543766578
5,31,Monroe,119,0,3810,404,0.10603674540682415
6,28,Monroe,114,1,3779,434,0.11484519714210109
7,26,Monroe,115,1,3847,436,0.1133350662854172
8,30,Monroe,114,1,4000,438,0.1095
9,27,Monroe,110,4,4026,441,0.10953800298062594
10,25,Monroe,100,6,4147,473,0.11405835543766578
5,31,Broome,134,0,1312,93,0.07088414634146341
6,28,Broome,151,0,1338,131,0.09790732436472346
7,26,Broome,142,0,1345,182,0.13531598513011153
8,30,Broome,141,9,1357,207,0.15254237288135594
9,27,Broome,148,9,1340,207,0.15447761194029852
10,25,Broome,145,9,1298,305,0.2349768875192604
5,31,Richmond,232,4,2384,320,0.1342281879194631
6,28,Richmond,230,21,2410,391,0.16224066390041494
7,26,Richmond,229,21,2415,399,0.16521739130434782
8,30,Richmond,234,21,2411,406,0.16839485690584818
9,27,Richmond,235,21,2395,410,0.17118997912317327
10,25,Richmond,241,21,2418,414,0.17121588089330025
5,31,Bronx,175,4,8232,798,0.09693877551020408
6,28,Bronx,184,19,9266,1328,0.14331966328512843
7,26,Bronx,181,19,9248,1357,0.14673442906574394
8,30,Bronx,182,21,9057,1372,0.15148503919620182
9,27,Bronx,181,21,9345,1382,0.14788657035848046
10,25,Bronx,189,21,9386,1391,0.1481994459833795
5,31,Oneida,114,0,2175,98,0.045057471264367814
6,28,Oneida,113,0,2143,182,0.08492767148856743
7,26,Oneida,113,0,2082,212,0.10182516810758886
8,30,Oneida,109,0,2117,215,0.10155880963627775
9,27,Oneida,106,0,2093,220,0.1051122790253225
10,25,Oneida,109,0,2094,269,0.12846227316141356
5,31,Schuyler,112,0,112,0,0
6,28,Schuyler,114,0,114,0,0
7,26,Schuyler,110,0,110,0,0
8,30,Schuyler,114,0,114,0,0
9,27,Schuyler,116,0,116,0,0
10,25,Schuyler,110,8,110,8,0.07272727272727272
5,31,Niagara,88,33,1012,67,0.06620553359683795
6,28,Niagara,88,34,1109,108,0.09738503155996393
7,26,Niagara,84,34,1129,141,0.12488928255093003
8,30,Niagara,87,34,1145,161,0.1406113537117904
9,27,Niagara,89,34,1130,163,0.14424778761061946
10,25,Niagara,96,37,1154,169,0.1464471403812825
5,31,Rensselaer,89,0,1080,18,0.016666666666666666
6,28,Rensselaer,89,0,1106,21,0.0189873417721519
7,26,Rensselaer,92,0,1088,103,0.09466911764705882
8,30,Rensselaer,97,3,1087,128,0.11775528978840846
9,27,Rensselaer,102,3,1084,128,0.11808118081180811
10,25,Rensselaer,104,3,1093,145,0.13266239707227814
5,31,Wayne,94,0,509,0,0
6,28,Wayne,95,0,495,1,0.00202020202020202
7,26,Wayne,98,0,494,5,0.010121457489878543
8,30,Wayne,99,0,485,5,0.010309278350515464
9,27,Wayne,93,0,489,5,0.010224948875255624
10,25,Wayne,95,0,497,16,0.03219315895372234
8,30,Queens,132,59,9310,1337,0.14360902255639096
9,27,Queens,130,59,9359,1357,0.14499412330377176
10,25,Queens,127,60,9387,1379,0.14690529455630127
5,31,Rockland,106,31,958,87,0.09081419624217119
6,28,Rockland,102,32,1020,119,0.11666666666666667
7,26,Rockland,103,32,1021,123,0.12047012732615084
8,30,Rockland,100,32,1034,126,0.1218568665377176
9,27,Rockland,105,32,1070,133,0.12429906542056075
10,25,Rockland,100,32,1081,140,0.12950971322849214
5,31,Kings,333,4,7723,851,0.11019034054124045
6,28,Kings,333,30,7928,1106,0.13950554994954592
7,26,Kings,328,35,8019,1136,0.1416635490709565
8,30,Kings,340,36,8153,1147,0.14068441064638784
9,27,Kings,336,36,8145,1176,0.1443830570902394
10,25,Kings,350,38,8167,1234,0.1510958736378107
6,28,Cayuga,273,0,466,0,0
7,26,Cayuga,278,0,461,1,0.0021691973969631237
8,30,Cayuga,278,0,462,1,0.0021645021645021645
9,27,Cayuga,275,0,463,1,0.0021598272138228943
10,25,Cayuga,269,2,457,3,0.006564551422319475
5,31,Westchester,227,31,4474,626,0.1399195350916406
6,28,Westchester,235,32,4808,775,0.16118968386023294
7,26,Westchester,235,32,4814,805,0.16722060656418777
8,30,Westchester,246,32,4944,810,0.1638349514563107
9,27,Westchester,247,32,4964,824,0.16599516518936341
10,25,Westchester,246,37,4989,862,0.17278011625576267
5,31,Herkimer,106,0,477,0,0
6,28,Herkimer,106,0,467,0,0
7,26,Herkimer,103,0,461,2,0.004338394793926247
8,30,Herkimer,99,0,448,32,0.07142857142857142
9,27,Herkimer,97,1,434,33,0.07603686635944701
10,25,Herkimer,106,1,453,33,0.0728476821192053
5,31,Queens,165,45,8683,914,0.10526315789473684
6,28,Queens,152,45,9066,1219,0.13445841606000442
7,26,Queens,156,45,9114,1253,0.13748079877112135
8,30,Queens,156,45,9310,1337,0.14360902255639096
9,27,Queens,154,45,9359,1357,0.14499412330377176
10,25,Queens,153,45,9387,1379,0.14690529455630127
5,31,Bronx,192,14,8232,798,0.09693877551020408
6,28,Bronx,197,14,9266,1328,0.14331966328512843
7,26,Bronx,201,14,9248,1357,0.14673442906574394
8,30,Bronx,205,14,9057,1372,0.15148503919620182
9,27,Bronx,203,14,9345,1382,0.14788657035848046
10,25,Bronx,209,14,9386,1391,0.1481994459833795
5,31,Columbia,93,0,279,36,0.12903225806451613
6,28,Columbia,92,0,401,67,0.16708229426433915
7,26,Columbia,98,0,431,68,0.15777262180974477
8,30,Columbia,95,0,451,69,0.15299334811529933
9,27,Columbia,90,0,451,69,0.15299334811529933
10,25,Columbia,91,0,450,69,0.15333333333333332
5,31,Suffolk,120,4,6153,1325,0.21534210954006175
6,28,Suffolk,115,7,6152,1484,0.24122236671001301
7,26,Suffolk,120,7,6180,1521,0.24611650485436892
8,30,Suffolk,117,7,6343,1537,0.24231436228913764
9,27,Suffolk,123,7,6444,1548,0.24022346368715083
10,25,Suffolk,122,7,6508,1561,0.23985863552550707
5,31,Erie,78,6,4271,782,0.18309529384219153
6,28,Erie,71,6,4473,1113,0.24882629107981222
7,26,Erie,82,6,4481,1171,0.26132559696496316
8,30,Erie,78,6,4583,1197,0.2611826314641065
9,27,Erie,78,6,4600,1226,0.2665217391304348
10,25,Erie,80,6,4558,1344,0.2948661693725318
5,31,Cortland,162,0,335,0,0
6,28,Cortland,163,0,339,0,0
7,26,Cortland,162,1,338,1,0.0029585798816568047
8,30,Cortland,150,4,326,4,0.012269938650306749
9,27,Cortland,152,4,323,4,0.01238390092879257
10,25,Cortland,146,4,315,4,0.012698412698412698
5,31,Broome,103,42,1312,93,0.07088414634146341
6,28,Broome,111,42,1338,131,0.09790732436472346
7,26,Broome,126,42,1345,182,0.13531598513011153
8,30,Broome,133,42,1357,207,0.15254237288135594
9,27,Broome,125,42,1340,207,0.15447761194029852
10,25,Broome,130,42,1298,305,0.2349768875192604
5,31,Saratoga,320,0,536,1,0.0018656716417910447
6,28,Saratoga,333,0,551,1,0.0018148820326678765
7,26,Saratoga,320,0,533,1,0.001876172607879925
8,30,Saratoga,323,0,534,1,0.0018726591760299626
9,27,Saratoga,327,0,530,1,0.0018867924528301887
10,25,Saratoga,332,0,531,1,0.0018832391713747645
5,31,Orange,68,0,1037,390,0.3760848601735776
6,28,Orange,83,0,1007,420,0.4170804369414101
7,26,Orange,84,2,1034,430,0.4158607350096712
8,30,Orange,84,2,1048,433,0.4131679389312977
9,27,Orange,92,2,1143,435,0.3805774278215223
10,25,Orange,94,2,1152,440,0.3819444444444444
6,28,Orleans,118,11,196,97,0.49489795918367346
7,26,Orleans,120,11,211,97,0.4597156398104265
8,30,Orleans,130,11,227,97,0.42731277533039647
9,27,Orleans,132,11,236,97,0.4110169491525424
10,25,Orleans,125,11,239,97,0.40585774058577406
5,31,Westchester,89,13,4474,626,0.1399195350916406
6,28,Westchester,102,19,4808,775,0.16118968386023294
7,26,Westchester,90,20,4814,805,0.16722060656418777
8,30,Westchester,97,20,4944,810,0.1638349514563107
9,27,Westchester,99,20,4964,824,0.16599516518936341
10,25,Westchester,113,20,4989,862,0.17278011625576267
5,31,Ulster,160,5,1028,118,0.11478599221789883
6,28,Ulster,160,5,1038,118,0.11368015414258188
7,26,Ulster,155,5,1032,118,0.11434108527131782
8,30,Ulster,157,5,1056,123,0.11647727272727272
9,27,Ulster,149,5,1045,130,0.12440191387559808
10,25,Ulster,153,5,1030,133,0.129126213592233
5,31,Seneca,60,0,60,0,0
6,28,Seneca,66,0,66,0,0
7,26,Seneca,69,0,69,0,0
8,30,Seneca,70,0,70,0,0
9,27,Seneca,73,0,73,0,0
10,25,Seneca,72,0,72,0,0
5,31,Suffolk,120,4,6153,1325,0.21534210954006175
6,28,Suffolk,133,5,6152,1484,0.24122236671001301
7,26,Suffolk,142,5,6180,1521,0.24611650485436892
8,30,Suffolk,158,5,6343,1537,0.24231436228913764
9,27,Suffolk,149,5,6444,1548,0.24022346368715083
10,25,Suffolk,150,5,6508,1561,0.23985863552550707
5,31,Suffolk,75,2,6153,1325,0.21534210954006175
9,27,Suffolk,91,2,6444,1548,0.24022346368715083
10,25,Suffolk,89,2,6508,1561,0.23985863552550707
5,31,Wayne,175,0,509,0,0
6,28,Wayne,173,0,495,1,0.00202020202020202
7,26,Wayne,172,1,494,5,0.010121457489878543
8,30,Wayne,162,1,485,5,0.010309278350515464
9,27,Wayne,166,1,489,5,0.010224948875255624
10,25,Wayne,166,12,497,16,0.03219315895372234
5,31,Dutchess,112,0,1506,123,0.08167330677290836
6,28,Dutchess,109,0,1603,126,0.07860262008733625
7,26,Dutchess,110,0,1588,129,0.08123425692695214
8,30,Dutchess,105,0,1601,131,0.08182386008744534
9,27,Dutchess,108,0,1627,133,0.08174554394591273
10,25,Dutchess,110,0,1633,133,0.08144519289650949
5,31,Dutchess,264,40,1506,123,0.08167330677290836
6,28,Dutchess,264,41,1603,126,0.07860262008733625
7,26,Dutchess,264,42,1588,129,0.08123425692695214
8,30,Dutchess,267,43,1601,131,0.08182386008744534
9,27,Dutchess,269,43,1627,133,0.08174554394591273
10,25,Dutchess,273,43,1633,133,0.08144519289650949
5,31,Wayne,182,0,509,0,0
6,28,Wayne,172,1,495,1,0.00202020202020202
7,26,Wayne,171,4,494,5,0.010121457489878543
8,30,Wayne,175,4,485,5,0.010309278350515464
9,27,Wayne,181,4,489,5,0.010224948875255624
10,25,Wayne,185,4,497,16,0.03219315895372234
5,31,Monroe,35,0,3810,404,0.10603674540682415
6,28,Monroe,36,0,3779,434,0.11484519714210109
7,26,Monroe,39,0,3847,436,0.1133350662854172
8,30,Monroe,41,0,4000,438,0.1095
9,27,Monroe,39,0,4026,441,0.10953800298062594
10,25,Monroe,44,0,4147,473,0.11405835543766578
5,31,Monroe,24,0,3810,404,0.10603674540682415
6,28,Monroe,21,0,3779,434,0.11484519714210109
7,26,Monroe,24,0,3847,436,0.1133350662854172
8,30,Monroe,23,0,4000,438,0.1095
9,27,Monroe,23,0,4026,441,0.10953800298062594
10,25,Monroe,24,0,4147,473,0.11405835543766578
5,31,Onondaga,80,0,2297,386,0.16804527644754028
6,28,Onondaga,80,0,2354,461,0.19583687340696687
7,26,Onondaga,78,0,2414,463,0.19179784589892296
8,30,Onondaga,80,0,2425,467,0.19257731958762886
9,27,Onondaga,78,0,2449,468,0.19109840751327073
10,25,Onondaga,78,0,2422,473,0.1952931461601982
5,31,Suffolk,86,25,6153,1325,0.21534210954006175
6,28,Suffolk,93,25,6152,1484,0.24122236671001301
7,26,Suffolk,83,25,6180,1521,0.24611650485436892
8,30,Suffolk,92,26,6343,1537,0.24231436228913764
9,27,Suffolk,90,26,6444,1548,0.24022346368715083
10,25,Suffolk,95,26,6508,1561,0.23985863552550707
5,31,Kings,207,73,7723,851,0.11019034054124045
6,28,Kings,199,73,7928,1106,0.13950554994954592
7,26,Kings,199,73,8019,1136,0.1416635490709565
8,30,Kings,200,73,8153,1147,0.14068441064638784
9,27,Kings,202,73,8145,1176,0.1443830570902394
10,25,Kings,201,73,8167,1234,0.1510958736378107
5,31,Otsego,164,0,358,0,0
6,28,Otsego,163,0,361,0,0
7,26,Otsego,155,0,354,0,0
8,30,Otsego,157,0,356,0,0
9,27,Otsego,154,0,354,0,0
10,25,Otsego,160,0,364,0,0
5,31,Washington,118,0,497,0,0
6,28,Washington,118,0,493,0,0
7,26,Washington,121,0,502,0,0
8,30,Washington,119,0,504,0,0
9,27,Washington,113,0,488,0,0
10,25,Washington,117,0,504,0,0
5,31,Queens,179,11,8683,914,0.10526315789473684
6,28,Queens,175,14,9066,1219,0.13445841606000442
7,26,Queens,175,14,9114,1253,0.13748079877112135
8,30,Queens,175,14,9310,1337,0.14360902255639096
9,27,Queens,171,14,9359,1357,0.14499412330377176
10,25,Queens,175,14,9387,1379,0.14690529455630127
5,31,Queens,256,1,8683,914,0.10526315789473684
6,28,Queens,247,14,9066,1219,0.13445841606000442
7,26,Queens,257,15,9114,1253,0.13748079877112135
8,30,Queens,258,16,9310,1337,0.14360902255639096
9,27,Queens,264,16,9359,1357,0.14499412330377176
10,25,Queens,260,16,9387,1379,0.14690529455630127
5,31,Rockland,149,15,958,87,0.09081419624217119
6,28,Rockland,141,25,1020,119,0.11666666666666667
7,26,Rockland,141,26,1021,123,0.12047012732615084
8,30,Rockland,147,26,1034,126,0.1218568665377176
9,27,Rockland,149,27,1070,133,0.12429906542056075
10,25,Rockland,142,28,1081,140,0.12950971322849214
5,31,Erie,61,12,4271,782,0.18309529384219153
6,28,Erie,65,13,4473,1113,0.24882629107981222
7,26,Erie,69,13,4481,1171,0.26132559696496316
8,30,Erie,69,13,4583,1197,0.2611826314641065
9,27,Erie,70,13,4600,1226,0.2665217391304348
10,25,Erie,66,13,4558,1344,0.2948661693725318
5,31,Westchester,83,0,4474,626,0.1399195350916406
6,28,Westchester,96,0,4808,775,0.16118968386023294
7,26,Westchester,101,0,4814,805,0.16722060656418777
8,30,Westchester,100,0,4944,810,0.1638349514563107
9,27,Westchester,98,0,4964,824,0.16599516518936341
10,25,Westchester,104,0,4989,862,0.17278011625576267
5,31,Montgomery,93,0,512,2,0.00390625
6,28,Montgomery,91,0,518,2,0.003861003861003861
7,26,Montgomery,88,0,517,4,0.007736943907156673
8,30,Montgomery,77,16,525,21,0.04
9,27,Montgomery,80,17,521,22,0.04222648752399232
10,25,Montgomery,85,17,526,22,0.04182509505703422
5,31,Genesee,144,0,438,0,0
6,28,Genesee,153,0,449,1,0.0022271714922048997
7,26,Genesee,153,0,444,1,0.0022522522522522522
8,30,Genesee,146,0,445,1,0.0022471910112359553
9,27,Genesee,149,0,448,3,0.006696428571428571
10,25,Genesee,149,1,434,6,0.013824884792626729
5,31,Westchester,171,9,4474,626,0.1399195350916406
6,28,Westchester,161,12,4808,775,0.16118968386023294
7,26,Westchester,165,12,4814,805,0.16722060656418777
8,30,Westchester,160,14,4944,810,0.1638349514563107
9,27,Westchester,165,14,4964,824,0.16599516518936341
10,25,Westchester,166,14,4989,862,0.17278011625576267
5,31,Albany,157,66,1411,130,0.09213323883770376
6,28,Albany,164,66,1443,141,0.09771309771309772
7,26,Albany,162,66,1474,155,0.10515603799185888
8,30,Albany,170,66,1484,164,0.1105121293800539
9,27,Albany,171,66,1475,164,0.1111864406779661
10,25,Albany,169,66,1519,169,0.11125740618828177
5,31,Queens,229,0,8683,914,0.10526315789473684
6,28,Queens,234,0,9066,1219,0.13445841606000442
7,26,Queens,238,6,9114,1253,0.13748079877112135
8,30,Queens,239,6,9310,1337,0.14360902255639096
9,27,Queens,232,6,9359,1357,0.14499412330377176
10,25,Queens,235,6,9387,1379,0.14690529455630127
6,28,Madison,140,0,318,29,0.09119496855345911
7,26,Madison,141,0,315,29,0.09206349206349207
8,30,Madison,144,0,327,30,0.09174311926605505
9,27,Madison,141,0,316,30,0.0949367088607595
10,25,Madison,143,0,320,30,0.09375
5,31,Lewis,137,0,137,0,0
6,28,Lewis,139,0,139,0,0
7,26,Lewis,140,0,140,0,0
8,30,Lewis,137,0,137,0,0
9,27,Lewis,138,1,138,1,0.007246376811594203
10,25,Lewis,137,1,137,1,0.0072992700729927005
5,31,Warren,64,0,305,51,0.16721311475409836
6,28,Warren,63,0,333,55,0.16516516516516516
7,26,Warren,65,0,335,55,0.16417910447761194
8,30,Warren,65,0,335,55,0.16417910447761194
9,27,Warren,64,0,337,55,0.1632047477744807
10,25,Warren,59,0,342,56,0.16374269005847952
5,31,Jefferson,246,0,490,0,0
6,28,Jefferson,259,0,502,0,0
7,26,Jefferson,263,0,503,1,0.0019880715705765406
8,30,Jefferson,263,0,509,1,0.0019646365422396855
9,27,Jefferson,261,0,507,1,0.0019723865877712033
10,25,Jefferson,262,0,507,1,0.0019723865877712033
5,31,Nassau,111,18,4872,610,0.12520525451559936
6,28,Nassau,106,25,5334,808,0.15148106486689164
7,26,Nassau,107,25,5399,842,0.15595480644563808
8,30,Nassau,109,25,5400,858,0.15888888888888889
9,27,Nassau,113,25,5529,861,0.15572436245252305
10,25,Nassau,114,25,5566,867,0.15576715774344232
5,31,Erie,41,0,4271,782,0.18309529384219153
6,28,Erie,85,0,4473,1113,0.24882629107981222
